#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
1588,St. Alphege,St. Alphege,St. Alphege,12-04-24 12:49,Heartland,52.38,-108.61,YES,YES
1589,St. Antoine,St. Antoine,St. Antoine,12-04-24 12:49,Sun Country,49.43,-101.63,YES,YES
1590,St. Benedict,St. Benedict,St. Benedict,12-04-24 12:49,Saskatoon,52.56,-105.38,YES,YES
1591,St. Boswells,St. Boswells,St. Boswells,12-04-24 12:49,Cypress,50.05,-106.83,YES,YES
1592,St. Brieux,St. Brieux,St. Brieux,12-04-24 12:49,Kelsey Trail,52.63,-104.90,YES,YES
1593,St. Cyr Lake,St. Cyr Lake,St. Cyr Lake,12-04-24 12:49,Prairie North,54.21,-108.06,YES,YES
1594,St. George's Hill,St. George's Hill,St. George's Hill,12-04-24 12:49,Keewatin YatthT,55.88,-108.95,YES,YES
1595,St. Gregor,St. Gregor,St. Gregor,12-04-24 12:49,Saskatoon,52.18,-104.83,YES,YES
1596,St. Hubert Mission,St. Hubert Mission,St. Hubert Mission,12-04-24 12:49,Regina Qu'Appelle,50.21,-102.35,YES,YES
1597,St. Josephs,St. Josephs,St. Josephs,12-04-24 12:49,Regina Qu'Appelle,50.50,-104.18,YES,YES
1598,St. Joseph's,St. Joseph's,St. Joseph's,12-04-24 12:49,Regina Qu'Appelle,50.50,-104.18,YES,YES
1599,St. Louis,St. Louis,St. Louis,12-04-24 12:49,Prince Albert Parkland,52.91,-105.81,YES,YES
1600,St. Luke,St. Luke,St. Luke,12-04-24 12:49,Regina Qu'Appelle,50.43,-102.23,YES,YES
1601,St. Peters Colony,St. Peters Colony,St. Peters Colony,12-04-24 12:49,Regina Qu'Appelle,50.33,-104.18,YES,YES
1602,St. Philips,St. Philips,St. Philips,12-04-24 12:49,Sunrise,51.71,-101.90,YES,YES
1603,St. Victor,St. Victor,St. Victor,12-04-24 12:49,Five Hills,49.43,-105.86,YES,YES
1604,St. Walburg,St. Walburg,St. Walburg,12-04-24 12:49,Prairie North,53.65,-109.20,YES,YES
1605,Stalwart,Stalwart,Stalwart,12-04-24 12:49,Regina Qu'Appelle,51.23,-105.46,YES,YES
1606,Stamp,Stamp,Stamp,12-04-24 12:49,Prairie North,53.88,-107.90,YES,YES
1607,Standard Hill,Standard Hill,Standard Hill,12-04-24 12:49,Prairie North,53.28,-109.13,YES,YES
1608,Stanley Mission,Stanley Mission,Stanley Mission,12-04-24 12:49,Mamawetan Churchill River,55.41,-104.55,YES,YES
1609,Stanleyville,Stanleyville,Stanleyville,12-04-24 12:49,Prince Albert Parkland,53.15,-105.48,YES,YES
1610,Star City,Star City,Star City,12-04-24 12:49,Kelsey Trail,52.86,-104.33,YES,YES
1611,Starblanket,Starblanket,Starblanket,12-04-24 12:49,Prince Albert Parkland,53.38,-106.93,YES,YES
1612,Staynor Hall,Staynor Hall,Staynor Hall,12-04-24 12:49,Cypress,49.08,-108.98,YES,YES
1613,St. Denis,St. Denis,St. Denis,12-04-24 12:49,Saskatoon,52.15,-106.11,YES,YES
1614,Steelman,Steelman,Steelman,12-04-24 12:49,Sun Country,49.30,-102.60,YES,YES
1615,Steen,Steen,Steen,12-04-24 12:49,Kelsey Trail,52.68,-103.53,YES,YES
1616,Stelcam,Stelcam,Stelcam,12-04-24 12:49,Five Hills,50.33,-105.26,YES,YES
1617,Ste Marthe Rocanville,Ste Marthe Rocanville,Ste Marthe Rocanville,12-04-24 12:49,Regina Qu'Appelle,50.43,-101.55,YES,YES
1618,Stenen,Stenen,Stenen,12-04-24 12:49,Sunrise,51.90,-102.38,YES,YES
1619,Steppes,Steppes,Steppes,12-04-24 12:49,Sun Country,49.61,-102.18,YES,YES
1620,Stewart Valley,Stewart Valley,Stewart Valley,12-04-24 12:49,Cypress,50.60,-107.80,YES,YES
1621,St. Isidore de Bellevue,St. Isidore de Bellevue,St. Isidore de Bellevue,12-04-24 12:49,Saskatoon,52.78,-105.91,YES,YES
1622,St. Julien,St. Julien,St. Julien,12-04-24 12:49,Saskatoon,52.71,-105.86,YES,YES
1623,St. Laurent Grandin,St. Laurent Grandin,St. Laurent Grandin,12-04-24 12:49,Prince Albert Parkland,52.83,-106.08,YES,YES
1624,Stockholm,Stockholm,Stockholm,12-04-24 12:49,Sunrise,50.65,-102.30,YES,YES
1625,Stone,Stone,Stone,12-04-24 12:49,Cypress,49.80,-108.78,YES,YES
1626,Stonehenge,Stonehenge,Stonehenge,12-04-24 12:49,Five Hills,49.51,-106.11,YES,YES
1627,Stony Beach,Stony Beach,Stony Beach,12-04-24 12:49,Five Hills,50.46,-105.16,YES,YES
1628,Stony Rapids,Stony Rapids,Stony Rapids,12-04-24 12:49,Athabasca Health Authority,59.26,-105.83,YES,YES
1629,Stonyview,Stonyview,Stonyview,12-04-24 12:49,Sunrise,51.65,-103.05,YES,YES
1630,Stornoway,Stornoway,Stornoway,12-04-24 12:49,Sunrise,51.28,-102.03,YES,YES
1631,Storthoaks,Storthoaks,Storthoaks,12-04-24 12:49,Sun Country,49.38,-101.60,YES,YES
1632,Stoughton,Stoughton,Stoughton,12-04-24 12:49,Sun Country,49.68,-103.03,YES,YES
1633,Stove Creek,Stove Creek,Stove Creek,12-04-24 12:49,Kelsey Trail,52.18,-103.13,YES,YES
1634,Stowlea,Stowlea,Stowlea,12-04-24 12:49,Prairie North,53.66,-109.05,YES,YES
1635,Stranraer,Stranraer,Stranraer,12-04-24 12:49,Heartland,51.71,-108.48,YES,YES
1636,Strasbourg,Strasbourg,Strasbourg,12-04-24 12:49,Saskatoon,51.06,-104.95,YES,YES
1637,Strasbourg Beach,Strasbourg Beach,Strasbourg Beach,12-04-24 12:49,Regina Qu'Appelle,50.96,-105.16,YES,YES
1638,Strathallen,Strathallen,Strathallen,12-04-24 12:49,Five Hills,49.20,-106.30,YES,YES
1639,Strehlow,Strehlow,Strehlow,12-04-24 12:49,Saskatoon,51.90,-106.51,YES,YES
1640,Strong,Strong,Strong,12-04-24 12:49,Saskatoon,51.56,-106.36,YES,YES
1641,Strong Pine,Strong Pine,Strong Pine,12-04-24 12:49,Prince Albert Parkland,53.31,-105.25,YES,YES
1642,Strongfield,Strongfield,Strongfield,12-04-24 12:49,Heartland,51.33,-106.58,YES,YES
1643,Struan,Struan,Struan,12-04-24 12:49,Heartland,52.31,-107.60,YES,YES
1644,Stump Lake,Stump Lake,Stump Lake,12-04-24 12:49,Prince Albert Parkland,53.55,-106.60,YES,YES
1645,Sturdee,Sturdee,Sturdee,12-04-24 12:49,Sunrise,51.20,-102.36,YES,YES
1646,Sturgeon Landing,Sturgeon Landing,Sturgeon Landing,12-04-24 12:49,Mamawetan Churchill River,54.26,-101.81,YES,YES
1647,Sturgeon Valley,Sturgeon Valley,Sturgeon Valley,12-04-24 12:49,Prince Albert Parkland,53.38,-106.20,YES,YES
1648,Sturgis,Sturgis,Sturgis,12-04-24 12:49,Sunrise,51.93,-102.53,YES,YES
1649,Success,Success,Success,12-04-24 12:49,Cypress,50.45,-108.08,YES,YES
1650,Summerberry,Summerberry,Summerberry,12-04-24 12:49,Regina Qu'Appelle,50.41,-103.10,YES,YES
1651,Summercove,Summercove,Summercove,12-04-24 12:49,Cypress,49.31,-106.95,YES,YES
1652,Summerfield Beach,Summerfield Beach,Summerfield Beach,12-04-24 12:49,Prairie North,53.04,-108.31,YES,YES
1653,Sun Valley,Sun Valley,Sun Valley,12-04-24 12:49,Five Hills,50.65,-105.53,YES,YES
1654,Sunnyglen,Sunnyglen,Sunnyglen,12-04-24 12:49,Heartland,52.31,-109.30,YES,YES
1655,Sunnyside Beach,Sunnyside Beach,Sunnyside Beach,12-04-24 12:49,Prince Albert Parkland,53.56,-105.88,YES,YES
1656,Sunset Beach,Sunset Beach,Sunset Beach,12-04-24 12:49,Regina Qu'Appelle,50.60,-102.66,YES,YES
1657,Sunset Cove,Sunset Cove,Sunset Cove,12-04-24 12:49,Regina Qu'Appelle,50.81,-105.00,YES,YES
1658,Superb,Superb,Superb,12-04-24 12:49,Heartland,51.88,-109.45,YES,YES
1659,Supreme,Supreme,Supreme,12-04-24 12:49,Cypress,49.15,-109.41,YES,YES
1660,Surbiton,Surbiton,Surbiton,12-04-24 12:49,Heartland,51.38,-107.23,YES,YES
1661,Surprise,Surprise,Surprise,12-04-24 12:49,Cypress,50.26,-109.96,YES,YES
1662,Swan Plain,Swan Plain,Swan Plain,12-04-24 12:49,Sunrise,52.11,-102.05,YES,YES
1663,Swanson,Swanson,Swanson,12-04-24 12:49,Saskatoon,51.70,-107.15,YES,YES
1664,Swarthmore,Swarthmore,Swarthmore,12-04-24 12:49,Heartland,52.58,-108.98,YES,YES
1665,Sweetgrass,Sweetgrass,Sweetgrass,12-04-24 12:49,Prairie North,52.75,-108.68,YES,YES
1666,Swift Current,Swift Current,Swift Current,12-04-24 12:49,Cypress,50.28,-107.80,YES,YES
1667,Swinburne,Swinburne,Swinburne,12-04-24 12:49,Heartland,52.48,-109.28,YES,YES
1668,Sybouts,Sybouts,Sybouts,12-04-24 12:49,Sun Country,49.03,-104.45,YES,YES
1669,Sylvania,Sylvania,Sylvania,12-04-24 12:49,Kelsey Trail,52.70,-104.00,YES,YES
1670,Tableland,Tableland,Tableland,12-04-24 12:49,Sun Country,49.15,-103.18,YES,YES
1671,Tadmore,Tadmore,Tadmore,12-04-24 12:49,Sunrise,51.83,-102.48,YES,YES
1672,Tako,Tako,Tako,12-04-24 12:49,Heartland,52.40,-109.01,YES,YES
1673,Tall Pines,Tall Pines,Tall Pines,12-04-24 12:49,Kelsey Trail,52.35,-102.65,YES,YES
1674,Tallman,Tallman,Tallman,12-04-24 12:49,Prince Albert Parkland,52.80,-106.96,YES,YES
1675,Talmage,Talmage,Talmage,12-04-24 12:49,Sun Country,49.78,-103.66,YES,YES
1676,Tangleflags,Tangleflags,Tangleflags,12-04-24 12:49,Prairie North,53.48,-109.63,YES,YES
1677,Tantallon,Tantallon,Tantallon,12-04-24 12:49,Sunrise,50.53,-101.83,YES,YES
1678,Tarnopol,Tarnopol,Tarnopol,12-04-24 12:49,Saskatoon,52.70,-105.38,YES,YES
1679,Tatagwa,Tatagwa,Tatagwa,12-04-24 12:49,Sun Country,49.65,-104.00,YES,YES
1680,Tate,Tate,Tate,12-04-24 12:49,Saskatoon,51.45,-104.83,YES,YES
1681,Tatsfield,Tatsfield,Tatsfield,12-04-24 12:49,Prairie North,52.81,-109.16,YES,YES
1682,Taylor Beach,Taylor Beach,Taylor Beach,12-04-24 12:49,Regina Qu'Appelle,50.70,-103.65,YES,YES
1683,Taylorside,Taylorside,Taylorside,12-04-24 12:49,Kelsey Trail,52.85,-104.88,YES,YES
1684,Teakle,Teakle,Teakle,12-04-24 12:49,Cypress,50.60,-107.11,YES,YES
1685,Tessier,Tessier,Tessier,12-04-24 12:49,Heartland,51.80,-107.43,YES,YES
1686,Thackeray,Thackeray,Thackeray,12-04-24 12:49,Heartland,52.51,-108.76,YES,YES
1687,Thaxted,Thaxted,Thaxted,12-04-24 12:49,Kelsey Trail,52.96,-104.60,YES,YES
1688,The Two Rivers,The Two Rivers,The Two Rivers,12-04-24 12:49,Mamawetan Churchill River,55.75,-103.15,YES,YES
1689,Theodore,Theodore,Theodore,12-04-24 12:49,Sunrise,51.43,-102.91,YES,YES
1690,Thode,Thode,Thode,12-04-24 12:49,Saskatoon,51.78,-106.43,YES,YES
1691,Thrasher,Thrasher,Thrasher,12-04-24 12:49,Heartland,51.36,-108.00,YES,YES
1692,Thunder Creek,Thunder Creek,Thunder Creek,12-04-24 12:49,Five Hills,50.65,-106.58,YES,YES
1693,Thunderchild,Thunderchild,Thunderchild,12-04-24 12:49,Prairie North,53.46,-108.93,YES,YES
1694,Tichfield,Tichfield,Tichfield,12-04-24 12:49,Heartland,51.26,-107.00,YES,YES
1695,Tichfield Junction,Tichfield Junction,Tichfield Junction,12-04-24 12:49,Heartland,51.25,-107.01,YES,YES
1696,Tiger Hills,Tiger Hills,Tiger Hills,12-04-24 12:49,Prince Albert Parkland,52.91,-105.48,YES,YES
1697,Tilney,Tilney,Tilney,12-04-24 12:49,Five Hills,50.23,-105.40,YES,YES
1698,Timber Bay,Timber Bay,Timber Bay,12-04-24 12:49,Mamawetan Churchill River,54.11,-105.70,YES,YES
1699,Tiny,Tiny,Tiny,12-04-24 12:49,Sunrise,51.66,-102.60,YES,YES
1700,Tisdale,Tisdale,Tisdale,12-04-24 12:49,Kelsey Trail,52.85,-104.05,YES,YES
1701,Titanic,Titanic,Titanic,12-04-24 12:49,Saskatoon,52.86,-106.43,YES,YES
1702,Tobey,Tobey,Tobey,12-04-24 12:49,Prince Albert Parkland,53.53,-106.88,YES,YES
1703,Tobin Lake,Tobin Lake,Tobin Lake,12-04-24 12:49,Kelsey Trail,53.51,-103.73,YES,YES
1704,Togo,Togo,Togo,12-04-24 12:49,Sunrise,51.40,-101.58,YES,YES
1705,Tompkins,Tompkins,Tompkins,12-04-24 12:49,Cypress,50.06,-108.78,YES,YES
1706,Tonkin,Tonkin,Tonkin,12-04-24 12:49,Sunrise,51.21,-102.26,YES,YES
1707,Torch River,Torch River,Torch River,12-04-24 12:49,Kelsey Trail,53.61,-104.15,YES,YES
1708,Tornea,Tornea,Tornea,12-04-24 12:49,Saskatoon,51.88,-103.71,YES,YES
1709,Torquay,Torquay,Torquay,12-04-24 12:49,Sun Country,49.15,-103.50,YES,YES
1710,Totnes,Totnes,Totnes,12-04-24 12:49,Heartland,51.33,-108.51,YES,YES
1711,Totzke,Totzke,Totzke,12-04-24 12:49,Saskatoon,52.28,-105.66,YES,YES
1712,Touchwood,Touchwood,Touchwood,12-04-24 12:49,Regina Qu'Appelle,51.35,-104.15,YES,YES
1713,Tramping Lake,Tramping Lake,Tramping Lake,12-04-24 12:49,Heartland,52.13,-108.95,YES,YES
1714,Traynor,Traynor,Traynor,12-04-24 12:49,Heartland,52.23,-108.38,YES,YES
1715,Treelon,Treelon,Treelon,12-04-24 12:49,Cypress,49.00,-108.38,YES,YES
1716,Tregarva,Tregarva,Tregarva,12-04-24 12:49,Regina Qu'Appelle,50.60,-104.71,YES,YES
1717,Trevessa Beach,Trevessa Beach,Trevessa Beach,12-04-24 12:49,Prairie North,53.03,-108.33,YES,YES
1718,Trewdale,Trewdale,Trewdale,12-04-24 12:49,Five Hills,50.15,-106.50,YES,YES
1719,Tribune,Tribune,Tribune,12-04-24 12:49,Sun Country,49.25,-103.81,YES,YES
1720,Trossachs,Trossachs,Trossachs,12-04-24 12:49,Sun Country,49.63,-104.21,YES,YES
1721,Truax,Truax,Truax,12-04-24 12:49,Five Hills,49.90,-104.95,YES,YES
1722,Tuberose,Tuberose,Tuberose,12-04-24 12:49,Heartland,50.91,-108.08,YES,YES
1723,Tuffnell,Tuffnell,Tuffnell,12-04-24 12:49,Sunrise,51.65,-103.36,YES,YES
1724,Tugaske,Tugaske,Tugaske,12-04-24 12:49,Five Hills,50.86,-106.28,YES,YES
1725,Tullis,Tullis,Tullis,12-04-24 12:49,Heartland,51.05,-107.03,YES,YES
1726,Tunstall,Tunstall,Tunstall,12-04-24 12:49,Cypress,50.15,-109.78,YES,YES
1727,Turnor Lake,Turnor Lake,Turnor Lake,12-04-24 12:49,Keewatin YatthT,56.46,-108.68,YES,YES
1728,Turtle Lake South Bay,Turtle Lake South Bay,Turtle Lake South Bay,12-04-24 12:49,Prairie North,53.51,-108.70,YES,YES
1729,Turtleford,Turtleford,Turtleford,12-04-24 12:49,Prairie North,53.38,-108.95,YES,YES
1730,Turtleford Junction,Turtleford Junction,Turtleford Junction,12-04-24 12:49,Prairie North,53.40,-108.96,YES,YES
1731,Tuxford,Tuxford,Tuxford,12-04-24 12:49,Five Hills,50.56,-105.58,YES,YES
1732,Tway,Tway,Tway,12-04-24 12:49,Saskatoon,52.73,-105.43,YES,YES
1733,Tweedsmuir,Tweedsmuir,Tweedsmuir,12-04-24 12:49,Prince Albert Parkland,53.56,-105.95,YES,YES
1734,Twin Valley,Twin Valley,Twin Valley,12-04-24 12:49,Five Hills,49.33,-105.90,YES,YES
1735,Tyner,Tyner,Tyner,12-04-24 12:49,Heartland,51.00,-108.41,YES,YES
1736,Tyson,Tyson,Tyson,12-04-24 12:49,Cypress,50.13,-107.05,YES,YES
1737,Tyvan,Tyvan,Tyvan,12-04-24 12:49,Sun Country,50.03,-103.71,YES,YES
1738,Uhl's Bay,Uhl's Bay,Uhl's Bay,12-04-24 12:49,Saskatoon,50.98,-105.15,YES,YES
1739,Undora,Undora,Undora,12-04-24 12:49,Saskatoon,51.56,-105.16,YES,YES
1740,Union Jack,Union Jack,Union Jack,12-04-24 12:49,Sun Country,49.61,-103.95,YES,YES
1741,Unity,Unity,Unity,12-04-24 12:49,Heartland,52.45,-109.16,YES,YES
1742,Unwin,Unwin,Unwin,12-04-24 12:49,Prairie North,52.93,-109.86,YES,YES
1743,Uranium City,Uranium City,Uranium City,12-04-24 12:49,Athabasca Health Authority,59.56,-108.61,YES,YES
1744,Urban,Urban,Urban,12-04-24 12:49,Heartland,52.11,-107.30,YES,YES
1745,Uren,Uren,Uren,12-04-24 12:49,Five Hills,50.48,-106.76,YES,YES
1746,Usherville,Usherville,Usherville,12-04-24 12:49,Sunrise,52.23,-102.65,YES,YES
1747,Vade,Vade,Vade,12-04-24 12:49,Saskatoon,52.01,-107.10,YES,YES
1748,Val Marie,Val Marie,Val Marie,12-04-24 12:49,Cypress,49.23,-107.73,YES,YES
1749,Valbrand,Valbrand,Valbrand,12-04-24 12:49,Prince Albert Parkland,53.41,-106.45,YES,YES
1750,Valeport,Valeport,Valeport,12-04-24 12:49,Regina Qu'Appelle,50.75,-104.86,YES,YES
1751,Valjean,Valjean,Valjean,12-04-24 12:49,Five Hills,50.46,-106.55,YES,YES
1752,Valley Centre,Valley Centre,Valley Centre,12-04-24 12:49,Heartland,51.78,-107.83,YES,YES
1753,Valley Park,Valley Park,Valley Park,12-04-24 12:49,Saskatoon,51.85,-106.78,YES,YES
1754,Valor,Valor,Valor,12-04-24 12:49,Five Hills,49.63,-106.11,YES,YES
1755,Valparaiso,Valparaiso,Valparaiso,12-04-24 12:49,Kelsey Trail,52.85,-104.18,YES,YES
1756,Vance,Vance,Vance,12-04-24 12:49,Heartland,52.05,-107.88,YES,YES
1757,Vandura,Vandura,Vandura,12-04-24 12:49,Sun Country,50.00,-102.11,YES,YES
1758,Vanguard,Vanguard,Vanguard,12-04-24 12:49,Cypress,49.91,-107.30,YES,YES
1759,Vanscoy,Vanscoy,Vanscoy,12-04-24 12:49,Saskatoon,52.00,-106.98,YES,YES
1760,Vanstone,Vanstone,Vanstone,12-04-24 12:49,Sunrise,51.21,-102.60,YES,YES
1761,Vantage,Vantage,Vantage,12-04-24 12:49,Five Hills,49.83,-106.03,YES,YES
1762,Vawn,Vawn,Vawn,12-04-24 12:49,Prairie North,53.11,-108.68,YES,YES
1763,Veillardville,Veillardville,Veillardville,12-04-24 12:49,Kelsey Trail,52.86,-102.53,YES,YES
1764,Venn,Venn,Venn,12-04-24 12:49,Saskatoon,51.61,-105.30,YES,YES
1765,Vera,Vera,Vera,12-04-24 12:49,Heartland,52.55,-109.33,YES,YES
1766,Verendrye,Verendrye,Verendrye,12-04-24 12:49,Heartland,51.40,-109.20,YES,YES
1767,Veregin,Veregin,Veregin,12-04-24 12:49,Sunrise,51.58,-102.08,YES,YES
1768,Verlo,Verlo,Verlo,12-04-24 12:49,Cypress,50.31,-108.60,YES,YES
1769,Verulam,Verulam,Verulam,12-04-24 12:49,Heartland,51.96,-109.06,YES,YES
1770,Verwood,Verwood,Verwood,12-04-24 12:49,Five Hills,49.51,-105.61,YES,YES
1771,Vesper,Vesper,Vesper,12-04-24 12:49,Cypress,50.01,-108.01,YES,YES
1772,Vibank,Vibank,Vibank,12-04-24 12:49,Regina Qu'Appelle,50.33,-103.93,YES,YES
1773,Viceroy,Viceroy,Viceroy,12-04-24 12:49,Five Hills,49.46,-105.36,YES,YES
1774,Victoire,Victoire,Victoire,12-04-24 12:49,Prince Albert Parkland,53.50,-107.03,YES,YES
1775,Victoria Plains,Victoria Plains,Victoria Plains,12-04-24 12:49,Regina Qu'Appelle,50.51,-104.53,YES,YES
1776,Vidora,Vidora,Vidora,12-04-24 12:49,Cypress,49.33,-109.41,YES,YES
1777,Viewfield,Viewfield,Viewfield,12-04-24 12:49,Sun Country,49.51,-103.15,YES,YES
1778,Viscount,Viscount,Viscount,12-04-24 12:49,Saskatoon,51.95,-105.65,YES,YES
1779,Vogel,Vogel,Vogel,12-04-24 12:49,Cypress,50.15,-106.96,YES,YES
1780,Vonda,Vonda,Vonda,12-04-24 12:49,Saskatoon,52.31,-106.10,YES,YES
1781,Wachee,Wachee,Wachee,12-04-24 12:49,Kelsey Trail,52.98,-102.35,YES,YES
1782,Wadena,Wadena,Wadena,12-04-24 12:49,Saskatoon,51.95,-103.80,YES,YES
1783,Wadin Bay,Wadin Bay,Wadin Bay,12-04-24 12:49,Mamawetan Churchill River,55.26,-105.20,YES,YES
1784,Waitville,Waitville,Waitville,12-04-24 12:49,Prince Albert Parkland,52.86,-105.40,YES,YES
1785,Wakaw,Wakaw,Wakaw,12-04-24 12:49,Saskatoon,52.65,-105.73,YES,YES
1786,Wakaw Lake,Wakaw Lake,Wakaw Lake,12-04-24 12:49,Saskatoon,52.63,-105.65,YES,YES
1787,Waldeck,Waldeck,Waldeck,12-04-24 12:49,Cypress,50.36,-107.60,YES,YES
1788,Waldheim,Waldheim,Waldheim,12-04-24 12:49,Saskatoon,52.65,-106.61,YES,YES
1789,Waldron,Waldron,Waldron,12-04-24 12:49,Sunrise,50.85,-102.51,YES,YES
1790,Wallace,Wallace,Wallace,12-04-24 12:49,Sun Country,49.61,-104.80,YES,YES
1791,Wallard,Wallard,Wallard,12-04-24 12:49,Cypress,49.50,-107.41,YES,YES
1792,Wallisville,Wallisville,Wallisville,12-04-24 12:49,Heartland,51.80,-108.75,YES,YES
1793,Wallwort,Wallwort,Wallwort,12-04-24 12:49,Kelsey Trail,52.55,-104.05,YES,YES
1794,Walpole,Walpole,Walpole,12-04-24 12:49,Sun Country,49.88,-101.83,YES,YES
1795,Wandsworth,Wandsworth,Wandsworth,12-04-24 12:49,Prince Albert Parkland,52.90,-106.51,YES,YES
1796,Wapella,Wapella,Wapella,12-04-24 12:49,Regina Qu'Appelle,50.26,-101.96,YES,YES
1797,Warell Junction,Warell Junction,Warell Junction,12-04-24 12:49,Regina Qu'Appelle,50.46,-104.66,YES,YES
1798,Warman,Warman,Warman,12-04-24 12:49,Saskatoon,52.31,-106.56,YES,YES
1799,Warmley,Warmley,Warmley,12-04-24 12:49,Sun Country,49.80,-102.68,YES,YES
1800,Wartime,Wartime,Wartime,12-04-24 12:49,Heartland,51.21,-108.18,YES,YES
1801,Wascana,Wascana,Wascana,12-04-24 12:49,Regina Qu'Appelle,50.45,-104.71,YES,YES
1802,Waseca,Waseca,Waseca,12-04-24 12:49,Prairie North,53.10,-109.46,YES,YES
1803,Waskesiu Lake,Waskesiu Lake,Waskesiu Lake,12-04-24 12:49,Prince Albert Parkland,53.91,-106.08,YES,YES
1804,Waterhen Lake,Waterhen Lake,Waterhen Lake,12-04-24 12:49,Prairie North,54.51,-108.41,YES,YES
1805,Watertown,Watertown,Watertown,12-04-24 12:49,Regina Qu'Appelle,51.38,-105.26,YES,YES
1806,Watrous,Watrous,Watrous,12-04-24 12:49,Saskatoon,51.66,-105.46,YES,YES
1807,Watson,Watson,Watson,12-04-24 12:49,Saskatoon,52.11,-104.51,YES,YES
1808,Wauchope,Wauchope,Wauchope,12-04-24 12:49,Sun Country,49.60,-101.90,YES,YES
1809,Wawota,Wawota,Wawota,12-04-24 12:49,Sun Country,49.90,-102.03,YES,YES
1810,Webb,Webb,Webb,12-04-24 12:49,Cypress,50.18,-108.20,YES,YES
1811,Wee Too Beach,Wee Too Beach,Wee Too Beach,12-04-24 12:49,Regina Qu'Appelle,50.93,-105.16,YES,YES
1812,Weekes,Weekes,Weekes,12-04-24 12:49,Kelsey Trail,52.56,-102.86,YES,YES
1813,Weirdale,Weirdale,Weirdale,12-04-24 12:49,Prince Albert Parkland,53.45,-105.25,YES,YES
1814,Welby,Welby,Welby,12-04-24 12:49,Sunrise,50.53,-101.56,YES,YES
1815,Weldon,Weldon,Weldon,12-04-24 12:49,Prince Albert Parkland,53.01,-105.13,YES,YES
1816,Welwyn,Welwyn,Welwyn,12-04-24 12:49,Regina Qu'Appelle,50.31,-101.51,YES,YES
1817,West Bend,West Bend,West Bend,12-04-24 12:49,Sunrise,51.48,-103.68,YES,YES
1818,West Chatfield Beach,West Chatfield Beach,West Chatfield Beach,12-04-24 12:49,Prairie North,53.06,-108.35,YES,YES
1819,West End,West End,West End,12-04-24 12:49,Sunrise,50.55,-102.41,YES,YES
1820,West Plains,West Plains,West Plains,12-04-24 12:49,Cypress,49.41,-109.68,YES,YES
1821,West Poplar,West Poplar,West Poplar,12-04-24 12:49,Five Hills,49.00,-106.36,YES,YES
1822,Westerham,Westerham,Westerham,12-04-24 12:49,Cypress,50.91,-109.65,YES,YES
1823,Westhazel,Westhazel,Westhazel,12-04-24 12:49,Prairie North,53.33,-109.08,YES,YES
1824,Westview,Westview,Westview,12-04-24 12:49,Sunrise,50.93,-102.85,YES,YES
1825,Weyakwin,Weyakwin,Weyakwin,12-04-24 12:49,Mamawetan Churchill River,54.43,-105.78,YES,YES
1826,Weyburn,Weyburn,Weyburn,12-04-24 12:49,Sun Country,49.66,-103.85,YES,YES
1827,Wheatstone,Wheatstone,Wheatstone,12-04-24 12:49,Sun Country,49.73,-105.25,YES,YES
1828,Whelan,Whelan,Whelan,12-04-24 12:49,Prairie North,54.03,-109.46,YES,YES
1829,White Bear,White Bear,White Bear,12-04-24 12:49,Heartland,50.88,-108.21,YES,YES
1830,White City,White City,White City,12-04-24 12:49,Regina Qu'Appelle,50.43,-104.36,YES,YES
1831,White Fox,White Fox,White Fox,12-04-24 12:49,Kelsey Trail,53.45,-104.08,YES,YES
1832,White Spruce,White Spruce,White Spruce,12-04-24 12:49,Sunrise,51.30,-102.58,YES,YES
1833,White Star,White Star,White Star,12-04-24 12:49,Prince Albert Parkland,53.30,-105.73,YES,YES
1834,Whitebeech,Whitebeech,Whitebeech,12-04-24 12:49,Sunrise,52.05,-101.70,YES,YES
1835,Whitecap,Whitecap,Whitecap,12-04-24 12:49,Saskatoon,51.86,-106.70,YES,YES
1836,Whitepool,Whitepool,Whitepool,12-04-24 12:49,Heartland,51.81,-108.91,YES,YES
1837,Whitesand,Whitesand,Whitesand,12-04-24 12:49,Sunrise,51.45,-102.66,YES,YES
1838,Whitewood,Whitewood,Whitewood,12-04-24 12:49,Regina Qu'Appelle,50.33,-102.26,YES,YES
1839,Whitkow,Whitkow,Whitkow,12-04-24 12:49,Prince Albert Parkland,52.93,-107.86,YES,YES
1840,Whittome,Whittome,Whittome,12-04-24 12:49,Kelsey Trail,52.93,-104.50,YES,YES
1841,Wickett,Wickett,Wickett,12-04-24 12:49,Cypress,50.53,-108.26,YES,YES
1842,Wideview,Wideview,Wideview,12-04-24 12:49,Cypress,49.23,-107.11,YES,YES
1843,Wilbert,Wilbert,Wilbert,12-04-24 12:49,Prairie North,52.75,-109.15,YES,YES
1844,Wilcox,Wilcox,Wilcox,12-04-24 12:49,Regina Qu'Appelle,50.10,-104.73,YES,YES
1845,Wild Rose,Wild Rose,Wild Rose,12-04-24 12:49,Prince Albert Parkland,53.30,-106.20,YES,YES
1846,Wilkie,Wilkie,Wilkie,12-04-24 12:49,Heartland,52.41,-108.70,YES,YES
